Country,risk_score,risk_level
France,2854.8981837326,High
India,-574.0789560574999,Low
UK,-262.85615123499997,Low
USA,2638.0923655364,High
UK,1871.6718051936002,Medium
Canada,2584.8584916418,High
UK,1049.4319187040003,Medium
Brazil,-138.7557416845998,Low
Canada,1437.0313671531,Medium
USA,-944.4384232504998,Low
Canada,704.1669981249001,Medium
USA,127.2261111657,Low
Canada,987.8238670451999,Medium
Japan,2558.0469033104,High
India,1211.6776277677002,Medium
Germany,2455.6095748218004,High
USA,2182.2105114247997,High
USA,407.6400626663001,Low
Germany,-865.68812181,Low
Germany,1786.3567940203002,Medium
Germany,-523.5041660756,Low
Canada,325.22701605550003,Low
Germany,1248.8311615131001,Medium
UK,2665.5481642253003,High
Japan,-317.8799217559,Low
India,2020.4329809676003,High
Japan,135.41181359640007,Low
Japan,3254.2122717916,High
Australia,2.521874503500044,Low
Brazil,1420.6711611079,Medium
USA,1532.2006392371002,Medium
Germany,118.42752848820001,Low
Brazil,-160.58901421509984,Low
Australia,1551.3758130353,Medium
Germany,2873.5211430101,High
Brazil,682.8348568105001,Medium
Canada,2990.0022266,High
Canada,650.4166768417999,Medium
China,464.9290734161002,Low
UK,3083.4343195193,High
Brazil,3417.4934207521005,High
France,1506.5856057544001,Medium
Canada,153.3268061237,Low
India,2586.0460156652002,High
Canada,570.9389111727,Low
Japan,1808.5129809208001,Medium
Australia,395.7984080711999,Low
China,165.67191208570006,Low
UK,-417.14265839259997,Low
Canada,480.2399524663999,Low
UK,2983.6189844729997,High
India,1920.3727613088004,High
Japan,1284.1973469689997,Medium
Germany,-573.1981598246998,Low
Japan,-610.5546917717999,Low
Australia,1089.3095511053007,Medium
Australia,1378.5732367513997,Medium
Japan,2425.7602104275,High
Canada,932.5342033256002,Medium
France,1742.5133095357003,Medium
UK,2773.82465801,High
UK,2279.6210777063006,High
USA,274.35282491450005,Low
Brazil,1030.9529884449003,Medium
UK,2518.4429042618003,High
China,752.3967018000001,Medium
UK,1629.3753223072003,Medium
USA,2055.5471371551002,High
Germany,2389.1316385588,High
Japan,648.5032467156,Medium
India,1712.7682564456006,Medium
Germany,3804.8090668182,High
Germany,261.31815388710004,Low
Canada,1219.0482238847,Medium
Brazil,1600.4428915746003,Medium
USA,2065.1514642933007,High
China,2737.2702320866,High
Canada,1959.6640282236,High
China,1008.9729006097002,Medium
France,-235.13568710849984,Low
Japan,2264.6880509954003,High
Japan,3442.1126789329005,High
India,-657.3335175182999,Low
India,2563.3272038506,High
China,-298.5903971409998,Low
China,2435.1048359504002,High
Canada,-863.8678708700999,Low
India,3307.6344098257996,High
India,-156.3144942265999,Low
Canada,2337.2343214705998,High
UK,1341.7154782757002,Medium
Australia,1658.7431816797005,Medium
Brazil,2470.6345187121005,High
Brazil,146.70290462950038,Low
Brazil,1910.9857557079004,High
UK,2737.5400754837,High
Canada,-840.2038679400998,Low
Canada,-1242.6028102069001,Low
China,2901.4782161339,High
Japan,2158.9488135134,High
Canada,1947.0064312875002,High
UK,2548.995773791101,High
China,1695.6878684700002,Medium
Australia,2470.9412496209,High
Germany,563.6436325672003,Low
France,614.4328246390002,Medium
Japan,-79.06928449250006,Low
China,1902.6498231144997,Medium
China,-597.9183229259997,Low
UK,926.1086729159001,Medium
China,504.43071937790023,Low
USA,947.6715427048,Medium
India,1954.4619104857004,High
France,1952.2683710651002,High
India,739.7961989314999,Medium
Japan,-254.84500197249997,Low
Canada,2557.2492203421007,High
France,950.1882993129002,Medium
France,1815.8273552215,Medium
France,2068.3567771471003,High
UK,1723.2240284249003,Medium
India,2872.8295994453,High
France,628.9767328533,Medium
Canada,-273.2084863322998,Low
Japan,1244.8906452703004,Medium
Brazil,895.1732217636003,Medium
China,1612.8184998346,Medium
France,929.1055143264002,Medium
Canada,2187.7919851101997,High
Brazil,2504.1072024933,High
USA,3921.1136010315004,High
Brazil,2990.9652163150004,High
Germany,1345.0138643039,Medium
Japan,3654.8755837134004,High
China,-33.621538471499946,Low
Canada,-904.6802813884999,Low
India,363.8843699897,Low
Brazil,1050.3419898466002,Medium
France,2037.9538718933009,High
Canada,2189.563925122,High
Germany,1896.8349673444002,Medium
India,1245.0111270475002,Medium
Australia,1951.1063181334002,High
China,2296.5171459906996,High
China,-442.75634767869997,Low
UK,2620.7222582717004,High
Australia,1020.7165932395001,Medium
USA,2372.6236479804006,High
Germany,1136.8974957604005,Medium
Japan,-1053.8321380280001,Low
Germany,-1122.0615249519997,Low
India,-482.4352086844999,Low
Canada,-1175.3747042491,Low
USA,784.0716459309,Medium
Japan,-555.5488716812998,Low
France,3127.6577987054998,High
Brazil,3329.206952979701,High
China,3006.8433171707,High
Japan,815.4131181322,Medium
UK,2632.4399445028002,High
Japan,-1044.6052466084,Low
India,2708.8959566867998,High
France,-1408.1714609079,Low
China,436.71483400479997,Low
USA,650.0835503317,Medium
China,916.7919640693003,Medium
Australia,3620.9984877844,High
Brazil,-306.5834010371999,Low
Germany,-43.78766783729998,Low
Brazil,663.5770511914001,Medium
France,-313.8984293835001,Low
Japan,2186.6016349568,High
India,3172.8435197674003,High
India,354.4244860421004,Low
Japan,933.2194986721001,Medium
China,325.1830169944003,Low
France,2112.509534494,High
Germany,1662.7430322836003,Medium
Canada,1944.8216389636,High
Brazil,1581.1879657333004,Medium
France,3295.8493636747003,High
Canada,72.98967446990001,Low
UK,2603.3794569575,High
Australia,1757.9378653107,Medium
USA,2659.8103108319,High
Germany,2235.8696526984004,High
India,2647.1994520304006,High
France,2916.6904895654,High
Australia,-343.4003995409,Low
Canada,331.3076571771003,Low
Australia,1464.3041912867,Medium
France,1264.4448028677004,Medium
Australia,1052.0010314218,Medium
France,3330.8111740554,High
UK,2939.206204854601,High
China,1130.9221904625003,Medium
China,-8.268180881899752,Low
Australia,395.70470882100005,Low
Australia,-244.40747452099995,Low
China,55.35550616059999,Low
China,2497.1596755844007,High
UK,2612.0906260562,High
USA,-550.7802575711002,Low
USA,1535.0483505614002,Medium
India,1465.3799502498,Medium
Japan,-352.02363589239997,Low
France,1300.0866256982001,Medium
India,347.34982820340014,Low
India,1039.4867858454004,Medium
France,801.9905610154002,Medium
Australia,1971.1521139165998,High
Germany,-662.3058854585998,Low
China,92.13657339940028,Low
India,2606.7915688819003,High
India,2782.8839276293006,High
India,482.58139294370017,Low
Brazil,201.45413023669994,Low
France,3261.0300960961,High
Brazil,1287.2497497411,Medium
China,199.62469717320005,Low
India,1043.0298273143005,Medium
UK,-1285.2209249715997,Low
Japan,524.3107279075004,Low
Brazil,383.2720294895005,Low
India,269.0619765936001,Low
France,686.837517727,Medium
Australia,1973.7547765453003,High
Canada,2315.2191779902005,High
UK,1574.2146444559996,Medium
UK,3012.2444166540004,High
Germany,3222.4149828532,High
UK,1669.3598653167005,Medium
UK,1111.2825256103001,Medium
Japan,1966.8940745981006,High
Brazil,1943.8927207487998,High
India,515.1712971413999,Low
UK,-180.31244192999998,Low
India,2967.5471739945,High
UK,1440.5184453479005,Medium
Canada,700.3620242938,Medium
UK,1322.1971027317,Medium
China,-642.1029411447998,Low
UK,1837.5497749467,Medium
Japan,1260.5383062094002,Medium
USA,2331.2160196774003,High
Japan,2435.5615985228997,High
India,2205.0887613749,High
USA,1477.7626155465002,Medium
USA,503.7996930239001,Low
USA,3556.2611311812,High
France,3247.7598524140003,High
Brazil,2821.8984877636003,High
UK,1722.9212470004002,Medium
Germany,521.50002958,Low
Germany,732.9755166583003,Medium
Brazil,-1183.2742878389,Low
Germany,3172.6164240449007,High
UK,3134.3070853077006,High
France,714.2154128404002,Medium
UK,2140.2637035228,High
Brazil,3019.9975876956,High
France,688.3056318448,Medium
France,413.0725052015001,Low
France,1826.0430922757005,Medium
China,2152.1870623067007,High
France,1794.8985810289003,Medium
Australia,418.4310092106001,Low
India,168.3039802451002,Low
China,208.31226851630004,Low
China,1010.4013047446002,Medium
China,1216.2682163417,Medium
France,3095.3598247772,High
India,784.8402107639001,Medium
Australia,-406.1156045491,Low
UK,-494.3578798440999,Low
China,-442.45470081660005,Low
Canada,1344.3897847581,Medium
Brazil,497.8483784286002,Low
UK,-83.83621416410028,Low
France,-665.7991889092999,Low
USA,2187.5870911463003,High
France,1097.3738007246998,Medium
Japan,95.73943238860011,Low
Canada,-619.9465587973999,Low
Japan,1003.5623239471,Medium
France,-281.4086342130999,Low
Germany,3408.8920412601,High
USA,1052.4150953267,Medium
Australia,1310.1048542715998,Medium
UK,2929.2282349295,High
USA,3082.7988125139,High
China,-615.6110961541999,Low
Japan,531.4587796963003,Low
Canada,1441.9444849038,Medium
Australia,2393.7783465911,High
France,1560.7468759655,Medium
India,1017.1710839281006,Medium
France,-264.65982880180013,Low
UK,-927.9817045188997,Low
Brazil,1749.3401012328,Medium
Australia,1883.6461680865,Medium
Japan,-103.20290123349992,Low
Japan,1329.8946993952,Medium
France,332.92325387150026,Low
UK,56.56669463239996,Low
China,1163.8657700745002,Medium
China,-1276.7259745458998,Low
UK,2079.3872140423005,High
Germany,1805.9389586837,Medium
India,-377.73914050729985,Low
India,2583.9027154302,High
China,2891.6373229008996,High
Canada,1456.8223169368,Medium
UK,1825.1610874299004,Medium
UK,529.9145928986,Low
UK,1781.2892240882002,Medium
India,2895.9215590102003,High
France,695.4758671588002,Medium
USA,-754.898221242,Low
Germany,3606.3690547372,High
Canada,2190.172457756,High
Australia,2909.303873201,High
France,-133.845694224,Low
Japan,-753.2655287227001,Low
France,1620.8308880062,Medium
Germany,930.5545329067,Medium
Brazil,32.730116524200014,Low
UK,2640.6462764359007,High
USA,-1124.3503498801,Low
Australia,37.88891924980044,Low
Canada,-1068.9645745804999,Low
Japan,220.47332444290006,Low
USA,-670.8582436140999,Low
USA,1008.6317086128004,Medium
Australia,2396.8000106566,High
India,738.6067305420003,Medium
Germany,2061.1795092364996,High
USA,1386.0804250140002,Medium
Japan,2794.1482623585002,High
China,1551.5898055326998,Medium
France,-758.3342027940998,Low
China,843.8403173697004,Medium
Germany,-1130.3497874663,Low
Australia,-1100.6044394574,Low
China,2328.8870587236997,High
UK,1813.2651432295002,Medium
Canada,2105.4412789211,High
UK,1772.2388860224,Medium
Brazil,1620.4178100201004,Medium
Japan,2951.3852636019997,High
France,3453.8224941851004,High
Canada,2039.1371929557004,High
France,-863.2250829727999,Low
Brazil,383.26000833920006,Low
Canada,1918.7991319671005,High
UK,2870.6532729105,High
Canada,-981.9987049947999,Low
India,460.2396617333001,Low
France,990.2891049561003,Medium
France,405.1456099818999,Low
Brazil,1264.9423113608,Medium
Brazil,1670.0420012810998,Medium
Germany,1044.1990474118002,Medium
Australia,2784.0886612105005,High
China,2107.6283987682,High
Australia,1433.9941322412,Medium
Australia,2887.5715309010006,High
China,2825.5524996478002,High
China,1134.9185438854,Medium
USA,328.82268700420013,Low
Brazil,1109.6900205722004,Medium
Canada,2161.1270640052003,High
Brazil,2329.1095919247,High
Brazil,834.0634542962,Medium
UK,1062.9057156467002,Medium
Brazil,2065.5563603518003,High
Japan,380.6073242146001,Low
Germany,570.9430363977,Low
USA,3560.0007221183,High
Japan,-889.6179206870999,Low
Germany,2125.7740440094003,High
Germany,1822.9144248185999,Medium
Germany,2232.6240779857,High
France,3548.0794078499,High
USA,1425.0535294151998,Medium
Germany,1784.0995866331,Medium
USA,1369.2652708651,Medium
USA,886.4336828245998,Medium
UK,21.06082983350001,Low
Japan,2562.2826351469,High
Australia,-295.0596450793,Low
Australia,1156.5778226962002,Medium
USA,9.799838343800047,Low
France,773.1331178735002,Medium
Australia,2600.5335096774,High
USA,873.9944148969,Medium
India,2605.3012636293006,High
Japan,661.1463430149,Medium
China,606.0480247312001,Medium
UK,2931.2811244552004,High
Japan,2918.9096071688004,High
Canada,1798.3603531342003,Medium
China,3451.259866497,High
Brazil,-373.5007811616997,Low
USA,3366.0972718517005,High
Japan,132.29412039640005,Low
UK,1080.2009392498,Medium
India,2946.2467223115004,High
UK,-574.9195096059999,Low
UK,2060.1195842681004,High
Japan,1400.5691624368,Medium
France,1245.0123338804,Medium
UK,3446.5050914552994,High
USA,-1048.8630688477997,Low
Japan,838.7066698082001,Medium
India,832.5710437740997,Medium
Brazil,94.54514896820001,Low
China,2638.7939366401997,High
Canada,1197.0575298168,Medium
India,3565.8244769165,High
China,-1.2757612092998443,Low
Japan,1777.5176130464004,Medium
Brazil,2801.6905216959,High
USA,1353.0222299242998,Medium
Japan,3593.1693673972004,High
UK,2256.0254383289,High
Brazil,1724.5529335033002,Medium
USA,1843.1863801833997,Medium
USA,2763.2086690168003,High
Germany,447.54451117810015,Low
Brazil,3194.3727267134,High
USA,2530.9479475419007,High
France,411.2993295606001,Low
Germany,-509.13834397549994,Low
UK,2641.7259729611,High
India,2416.2749172841004,High
India,2730.3337062379005,High
Japan,-358.44568201749996,Low
Australia,3226.458607480101,High
France,-652.7445715445999,Low
China,3079.3013429122,High
India,-324.2851036443998,Low
Australia,810.5435850586,Medium
Brazil,-78.19247339320003,Low
Australia,1804.9065739777998,Medium
Canada,466.58347373590004,Low
Canada,2202.1562393169,High
UK,2412.3009035548002,High
Brazil,3213.2543792789,High
UK,1547.9667960272,Medium
Japan,2746.0561809875,High
Brazil,1112.3348491776003,Medium
France,-1015.9241305131,Low
Germany,-513.7644216585,Low
Brazil,1807.0541767959003,Medium
France,1954.0868897588998,High
Brazil,3560.7650312413,High
Japan,1413.7361476617,Medium
USA,2676.2947303260003,High
Australia,764.9539414197002,Medium
Japan,2573.3868482884,High
Canada,3344.4075706379995,High
China,477.82660032470005,Low
USA,-1.7756379794999475,Low
India,-623.023853173,Low
France,634.4611736326001,Medium
Brazil,3155.4064726993,High
India,2033.4766449314,High
Canada,2446.4655457379995,High
France,2171.2248224521995,High
UK,55.04326286059995,Low
UK,1991.7971777315,High
France,2065.3822060267003,High
USA,1260.1214708995,Medium
China,749.0202187443002,Medium
Brazil,1681.0568606648005,Medium
France,-371.0068182525001,Low
Brazil,2738.1525592747,High
India,661.8700389146002,Medium
France,834.5440049941002,Medium
UK,2242.315954948801,High
China,432.13384138280003,Low
Japan,1880.5218179895005,Medium
India,161.66425937170004,Low
UK,2493.3555878155003,High
Brazil,-230.29400964149997,Low
France,3038.7638470590005,High
China,1181.6090117021,Medium
France,-70.49029811340006,Low
Australia,1644.1658157891998,Medium
China,1076.0769713511,Medium
India,1689.4470848312003,Medium
Australia,2294.0138581819,High
UK,2196.1226078681007,High
USA,2316.3433616632,High
USA,-357.3260446598,Low
Australia,997.7755033180001,Medium
Canada,544.0878525170997,Low
India,2598.4386976290007,High
USA,2041.0543880015002,High
Japan,2695.0969891796,High
Australia,2576.1363257622997,High
Germany,-669.4066037515,Low
France,2530.240611107001,High
Germany,722.5322296913,Medium
Japan,271.3363979068,Low
Germany,-76.40047104189998,Low
Canada,130.76381390430015,Low
Australia,-928.0062674407999,Low
UK,2450.6959668682,High
China,1666.5368071565,Medium
Brazil,704.6853856090999,Medium
India,80.09561986670019,Low
India,-411.4943949023998,Low
Australia,2473.9504474106006,High
France,1336.6050494337,Medium
Australia,2998.3268844203003,High
UK,1487.3684785517999,Medium
USA,2043.4763880309004,High
India,2615.4104658323,High
China,2990.4024118435,High
Japan,-813.3726519131001,Low
Canada,3299.4899147567007,High
China,2108.9991537306005,High
China,2031.8433809341002,High
Brazil,-300.3972691198999,Low
Australia,593.5408507689001,Medium
Germany,1288.3542920911,Medium
Germany,591.7797096936999,Medium
Australia,2503.2252744351003,High
UK,3081.3744262799,High
France,2085.3433878488995,High
Brazil,1746.1061781821002,Medium
France,1918.9885180468,High
India,3580.8668354643005,High
Australia,397.18931522150024,Low
India,-388.8280095759998,Low
Australia,-86.16556223809994,Low
France,1160.7335096272004,Medium
UK,-127.65350418869991,Low
Canada,2319.9528787319005,High
India,716.0332371674002,Medium
USA,522.871226716,Low
Brazil,459.77441667740015,Low
France,72.13875511670003,Low
Germany,2533.8800420582006,High
Germany,952.6679098317002,Medium
France,572.1824139791,Low
Brazil,-277.3395321236999,Low
India,2560.7795013575,High
Brazil,696.6319819501999,Medium
Japan,3138.164139745401,High
Brazil,2122.7624559381,High
France,3490.0358305303002,High
China,-192.86546892139995,Low
Canada,2718.3912085517,High
USA,1564.7104898041,Medium
Canada,3257.9844008487003,High
Brazil,574.8866396819001,Low
India,1631.4793409872002,Medium
USA,384.3535050904002,Low
Canada,274.6116284862,Low
Germany,471.4073768484001,Low
Japan,1245.8327428364996,Medium
Japan,-594.4605457164,Low
Australia,3644.970911484,High
Germany,2455.7582336422997,High
Canada,2738.7736740439004,High
Canada,1831.8261371009005,Medium
USA,2713.4386404309003,High
UK,1642.2596328430004,Medium
Germany,-235.2747573014999,Low
Germany,1607.9530695112999,Medium
Australia,-143.27533102549998,Low
China,823.0271099357001,Medium
Canada,3707.0022165424,High
Australia,451.6174088816001,Low
Canada,3180.2958689840007,High
Germany,1445.4068779130002,Medium
India,2531.9008050066,High
Japan,1346.0791196441005,Medium
Brazil,98.55087247520021,Low
China,844.0393301394004,Medium
France,3735.8276742636,High
China,1450.5108347909,Medium
Germany,825.0746990083001,Medium
India,3015.8862321781,High
UK,1028.1787455263002,Medium
Japan,1786.8910428561999,Medium
Brazil,565.5174079163003,Low
India,328.67365717700005,Low
UK,3033.6007595061,High
France,2617.4731309728,High
France,2441.4433270328,High
India,116.74009710630003,Low
India,-87.5187595136997,Low
India,670.6401496714,Medium
China,879.1550629406004,Medium
India,159.61520363420004,Low
Australia,188.91463402860003,Low
Japan,2162.6520194229,High
UK,-264.6694742617999,Low
Australia,-488.17127462649995,Low
Canada,324.35123509699997,Low
UK,2817.5118013922,High
Brazil,3023.8761807807,High
India,2273.8876778265003,High
Japan,2135.4420687697,High
Japan,2745.1058878810004,High
Brazil,1739.6092519272001,Medium
UK,-80.24757176809999,Low
France,2811.5068430786,High
Australia,2751.0682932532995,High
Canada,696.1059778228002,Medium
India,1925.3325192063996,High
Japan,1344.8095118157,Medium
France,2690.9948939844003,High
USA,2003.5475147821003,High
Canada,1419.2818935803,Medium
USA,2833.7713500103005,High
India,-450.9259082838,Low
Germany,-849.9934221377999,Low
Japan,-306.3301827038001,Low
India,309.4340289342001,Low
UK,2574.4632518767003,High
Brazil,3192.4255813568,High
Brazil,3521.7649217708004,High
Japan,-818.5657772586999,Low
UK,-634.8186177594,Low
China,1445.9794361308,Medium
UK,1847.8522917995003,Medium
Germany,2108.5845707847,High
France,3069.8326314806,High
USA,670.7647866171001,Medium
USA,3360.9269807900005,High
Canada,2121.1105784452,High
France,34.919513766100124,Low
Australia,68.87812595330024,Low
Japan,3112.3604383883003,High
USA,500.4308626700001,Low
Brazil,1269.2664808911004,Medium
USA,1817.8340917087003,Medium
Brazil,336.43275384980006,Low
Brazil,1930.9607914394005,High
Canada,3163.4046687333,High
UK,1131.5889231483998,Medium
Canada,71.9671419040003,Low
Japan,2218.1850301667,High
UK,-182.5675424276999,Low
Australia,1353.8575843025005,Medium
Canada,1577.4702228214,Medium
Brazil,2083.5959855099,High
Brazil,396.5418217862001,Low
China,-339.2559804485,Low
France,1282.2848486782,Medium
France,1618.0989305153003,Medium
UK,1065.0466213830998,Medium
India,2238.6924942626,High
Japan,1295.15150516,Medium
Brazil,2299.8997125092,High
UK,599.3121120710002,Medium
India,3309.0534534627004,High
Germany,2712.8822405365004,High
USA,1296.1107822993001,Medium
Canada,2231.6817481951,High
UK,216.3080919616001,Low
Canada,2959.4566301855,High
USA,1044.3583093977,Medium
Canada,1188.5852582499,Medium
UK,2426.3884690251,High
Brazil,1519.1151291746003,Medium
China,663.5150154896,Medium
China,1286.8375707064997,Medium
Australia,-672.1607086649997,Low
Brazil,1314.4701662381003,Medium
France,1836.1823408446003,Medium
Germany,-1004.4933146652999,Low
UK,205.10863880780005,Low
Canada,1852.1045484069002,Medium
USA,2846.7779372220007,High
India,2259.9597366211,High
China,743.2416582072002,Medium
UK,1004.716602023,Medium
Canada,1354.4286456693005,Medium
UK,471.9726090337998,Low
UK,306.9917292769,Low
France,2318.6072363488,High
Australia,291.2315907714001,Low
Australia,1238.4151897418,Medium
Australia,3056.1568401585,High
UK,182.7862228569001,Low
France,-657.8271613853998,Low
Brazil,-28.55809551399966,Low
China,656.2351983554001,Medium
USA,2479.5162981969006,High
India,226.62716678950005,Low
Germany,2576.5193985996,High
Australia,847.7189002502002,Medium
USA,2823.4142122662,High
France,903.3555233386003,Medium
Germany,390.52680779130014,Low
France,713.1637608694001,Medium
India,-432.3791497950998,Low
India,2487.5607056592,High
Brazil,87.89797896950017,Low
UK,2283.0436140200004,High
France,-498.01159766269984,Low
Germany,2506.7290378108,High
USA,2599.3727869836002,High
Canada,1816.3212207504005,Medium
USA,978.5473399936999,Medium
Canada,2718.9142722077004,High
USA,2779.0178501492005,High
Japan,2239.0363878229,High
Japan,529.4250374754004,Low
Germany,74.39084272200012,Low
France,2018.1979054374,High
USA,-44.30216838520005,Low
Australia,-195.83613335249996,Low
Brazil,-1350.7879272377,Low
USA,98.64410479900016,Low
Japan,834.5735308051001,Medium
India,2259.1099598114997,High
UK,2139.8853368242007,High
China,-258.92905415159987,Low
USA,3615.4333170069003,High
UK,1446.4128073784,Medium
Canada,2220.7817261609002,High
USA,1080.2123300550006,Medium
France,-496.6392274543,Low
USA,691.4740755352,Medium
Canada,-499.3079714554,Low
UK,860.5631886785004,Medium
China,24.926538262500003,Low
Canada,1724.0395420971004,Medium
Japan,-938.0554808231999,Low
Canada,1649.582548341,Medium
China,71.1903636308001,Low
Brazil,682.1321648885001,Medium
USA,3188.5015700066997,High
China,2623.0646649950995,High
Brazil,1525.4767280320002,Medium
China,1174.5265086627005,Medium
Brazil,2773.301399725,High
China,2045.8449221389003,High
China,-1066.0950906288,Low
India,1088.9532618505,Medium
UK,-180.84401324040005,Low
USA,2293.3767881475005,High
Germany,2692.5854464908,High
Germany,2748.9573643568,High
Japan,3424.6981820273995,High
China,1597.1204938906003,Medium
UK,2091.5330396882,High
Germany,756.4953210276001,Medium
Canada,2516.4817193527,High
Canada,-251.774239163,Low
Japan,-570.1296585005999,Low
USA,2594.7448344275,High
Canada,2162.9092286269997,High
Australia,1940.9534588519005,High
Germany,2366.0123685488,High
Canada,1926.6056013157004,High
Australia,774.8411749296001,Medium
India,2658.8480658536005,High
Australia,2974.6670197464005,High
France,3008.3726661056003,High
Australia,976.6949400007,Medium
Canada,1398.1302404729004,Medium
Germany,288.0294893146,Low
Brazil,3163.4462809616,High
China,-1237.2963517505,Low
USA,4.747128126500229,Low
Germany,-27.806867523999998,Low
Germany,1572.5189976174004,Medium
UK,3191.8333790128004,High
Germany,1718.4871094275004,Medium
Australia,314.44835708569997,Low
UK,-657.5314226006999,Low
UK,3401.1618554606002,High
Canada,458.5723216035001,Low
Brazil,2682.4905703247,High
India,3513.8367657716003,High
USA,2764.0930410127003,High
USA,1749.3709908398005,Medium
USA,2731.5042737464,High
Japan,62.93794016150014,Low
France,-329.87760265559996,Low
UK,1843.5464311306,Medium
Australia,1046.5210169711,Medium
France,367.4665062831,Low
Japan,-126.08911121099999,Low
Japan,659.1043570856,Medium
UK,-1269.4269707095,Low
Brazil,2970.8520030997006,High
UK,2032.0446645349998,High
USA,-518.2555169164,Low
Australia,933.4780007603999,Medium
Germany,2012.5340722679996,High
UK,2004.9771042771001,High
Germany,3534.6950219227,High
France,448.4636256961003,Low
Australia,972.2491499986002,Medium
USA,-807.3684090922999,Low
Germany,2199.2354695971003,High
Japan,1593.5757059940001,Medium
China,1309.4731725366,Medium
China,533.1802501964002,Low
Canada,1114.4022031406002,Medium
Canada,2209.441891353,High
Brazil,32.0571930384001,Low
Japan,1592.3674777798005,Medium
UK,1821.0582207486,Medium
India,-40.00605497980001,Low
UK,649.7335797160999,Medium
Germany,2198.7200087307006,High
Canada,-928.4554744651,Low
France,864.8217835760001,Medium
USA,1642.6142611119003,Medium
UK,748.3066296887,Medium
Canada,3355.9155562598,High
USA,866.4818232573999,Medium
USA,2972.1158306019997,High
China,580.4748934040001,Medium
USA,1160.9730208879002,Medium
France,1760.8605421049,Medium
UK,386.60921876890006,Low
UK,1582.2700417396,Medium
China,1651.0430051438002,Medium
India,1910.0044459592002,High
USA,-219.57289625609997,Low
India,2900.2057557587,High
Japan,-1129.1720387721998,Low
Australia,2732.9125163148,High
Japan,1723.6408137608,Medium
UK,1951.6333815950004,High
Canada,3242.4364096475,High
China,3113.0587172944997,High
UK,1090.0968612671,Medium
Brazil,3047.2586219294003,High
India,3097.3920849987003,High
China,1788.4473242146003,Medium
China,2101.0493216488003,High
Australia,-137.4741437808999,Low
USA,1380.0817612383003,Medium
Australia,1506.0955763720006,Medium
USA,2766.879584046301,High
Japan,611.0694844322,Medium
Brazil,2026.1317790801002,High
Germany,2607.4218186586,High
Japan,1430.585235297,Medium
Canada,2490.6339060701002,High
USA,2719.2578455037997,High
USA,151.22002905650015,Low
France,1315.2718148573001,Medium
UK,1011.3968319277001,Medium
UK,1700.7790359445005,Medium
India,2472.4970733305004,High
India,-696.1375563480999,Low
Germany,2261.1117725602007,High
India,3425.8896299735998,High
Germany,3801.2030701343,High
UK,-590.0343082941001,Low
Germany,1926.9964265154,High
France,329.5075390661002,Low
China,971.0298843467001,Medium
India,-69.0182508495999,Low
USA,-136.50027123939998,Low
UK,-654.1655108361999,Low
Germany,2023.5505672743002,High
Australia,-483.62636445849995,Low
Japan,1959.280981598,High
USA,2306.7277794942,High
Australia,2637.7991526621,High
Canada,2765.8294381674004,High
Japan,-724.15433067,Low
Germany,1221.0755024236,Medium
India,1736.7782688430002,Medium
China,3713.3142325585004,High
Japan,1351.4594060746,Medium
Australia,338.38431164940005,Low
Japan,480.9739699605002,Low
India,521.0764350478001,Low
Canada,321.6731501448,Low
Japan,1122.5154507611003,Medium
USA,2516.2776695376,High
Germany,1760.8993334267002,Medium
China,2478.777636197001,High
Japan,1539.1777294181002,Medium
India,1032.5520505892,Medium
China,3471.6060624594,High
China,-539.0367857709,Low
Australia,-536.8784782347999,Low
China,890.8433840108003,Medium
Australia,-602.8719746096,Low
Germany,2692.3462871639003,High
USA,1414.5351907696004,Medium
Canada,-277.2469439238996,Low
Japan,427.81401948309986,Low
UK,341.41913048550003,Low
India,453.4416889151001,Low
Australia,-320.4761771343,Low
Brazil,-947.1195696392998,Low
France,527.8990254684002,Low
India,2103.0738896771,High
France,1115.8365451749003,Medium
Brazil,2642.9761014503,High
UK,2321.0341465473,High
UK,1431.5454044491005,Medium
Germany,1285.3896537274002,Medium
Japan,3090.881047028901,High
USA,1103.4139501226,Medium
Japan,-268.9545289815999,Low
Brazil,1366.3249120350004,Medium
China,12.451618480300056,Low
UK,2241.5448388925,High
Canada,-1140.9663353868,Low
India,3516.1859011472006,High
Germany,188.02928224469997,Low
Australia,1004.5333902912,Medium
India,757.4303856843003,Medium
Canada,774.3876650075,Medium
Australia,2385.0701408917002,High
China,185.7911418107003,Low
UK,-274.9662285919999,Low
Germany,-597.1700207419999,Low
Japan,2166.5161649667,High
Japan,-442.2238599258,Low
Canada,3038.0243484890007,High
Canada,466.8741262540001,Low
UK,2501.9426967451004,High
UK,1102.3456685302,Medium
USA,-816.273311025,Low
UK,2618.3918036287005,High
USA,1746.4130581945,Medium
Germany,1956.2351595717005,High
Brazil,655.2647330159,Medium
India,-7.733515268599831,Low
USA,-237.95917572469966,Low
India,1812.7072259289998,Medium
Brazil,2468.6118087444,High
China,2560.7519460209005,High
UK,3069.8372318122,High
USA,3795.6210715988004,High
Japan,-305.5949544142002,Low
Japan,2910.4264628112996,High
Japan,2297.0424202104005,High
Canada,1845.6795162454002,Medium
Germany,-357.1487912243998,Low
Japan,2405.8040510236,High
India,618.0108835416997,Medium
Canada,3140.9219111417,High
Japan,-468.4826353035999,Low
UK,1128.2793534786001,Medium
India,2459.340620039,High
